"Juris_ISO","Jurisdiction","ISO_code","gmw_area_2020_ha","gmw_area_2020_wdpa_ha","jurisdiction_area_ha","Shoreline_length_m","Mangrove_shoreline_length_m","mean_agb_Mg_ha","mean_abovegroundcarbon_MtCO2e_ha","mean_SOC_MgC_ha","mean_soilcarbon_MtCO2e_ha","protection_num_people","protection_property_USD_billion","ramsar_num_sites","total_abovegroundcarbon_storage_MtCO2e","total_belowgroundcarbon_storage_MtCO2e","total_carbon_storage_MtC02e","Country","WB_CODE","WB_REGION","TERRITORY1","ISO_TER1","SOVEREIGN1","ISO_SOV1","GDP_year","GDP_annualgrowth","GDP_dollarvalue","GDP_pc","GNIPC_21","WGI_control_corruption","WGI_rule_of_law","WGI_governance_effectiveness","fishing_pressure_median","mangrove_attractions","total_pop","fishing_pressure_median_medgap","fishing_pressure_median_mingap","fishing_pressure_median_maxgap","fisher_days_yr"
"Palau_PLW","Palau","PLW",5692.194368,4563.90862,56357.0543613613,718604.6526,210298.03599231,181.342300415039,0.00033132526512515,533.114807128906,0.00215609753906372,0,0.002,0,1.88596780812149,12.2729262687172,14.1588940768386,"Palau","PLW","East Asia & Pacific","Palau","PLW","Palau","PLW",2021,-13.33333333,274178814,12083,15560,-0.43,-0.16,-0.28,70,4,18055,70,70,70,3984.5360576
"Panama_PAN","Panama","PAN",152823.5793,63387.27348,7493245.90590709,8559643.973,3551996.87610356,155.558822631836,0.00028421701959823,380.145477294922,0.00153743755964294,2018.40675540957,0.139,5,43.4350622329798,234.956710814892,278.391773047872,"Panama","PAN","Latin America & Caribbean","Panama","PAN","Panama","PAN",2022,10.8093662,1.73e+11,14617,31160,-0.57,-0.25,0.16,79,49,4408581,79,79,79,120730.627647
"Papua New Guinea_Australia_PNG_AUS","Papua New Guinea_Australia","PNG_AUS",11165.08877,0,21441.3276561523,166408.0139,141940.7270865,86.5614910888267,0.000158153993409115,337.673126220703,0.00136566493129944,1889.0749263544,0.013,0,1.76580337574276,15.2477701880342,17.0135735637769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Papua New Guinea_PNG","Papua New Guinea","PNG",449263.3667,20996.07399,46203702.3927199,29102357.95,9623888.67329585,226.712211608887,0.00041421931588221,361.924743652344,0.00146374671774292,1759.74309729924,0.021,1,186.093564405412,657.607778409259,843.701342814672,"Papua New Guinea","PNG","East Asia & Pacific","Papua New Guinea","PNG","Papua New Guinea","PNG",2022,4.599999979,45100351587,3020,3880,-0.76,-0.74,-0.89,155,11,10142619,155,155,155,696358.218385
"Peru_PER","Peru","PER",5418.525172,1840.386064,129206782.045684,3519470.883,111930.3185312,34.9586057662964,6.38718561384434e-05,283.920745849609,0.00114827202926941,1470.60832975276,0.006,2,0.346091260268518,6.2219408948998,6.56803215516832,"Peru","PER","Latin America & Caribbean","Peru","PER","Peru","PER",2022,2.683871435,5.12e+11,6621,12750,-0.63,-0.52,-0.26,NA,6,34049588,379,1,8418,20536.21040188
"Philippines_PHL","Philippines","PHL",282025.9457,93525.45177,29583972.2708977,39844411.46,13189902.9360445,110.294807434082,0.000201516448348716,379.662322998047,0.00153548351939392,591079.389645126,0.758,5,56.8328669196519,433.046191663835,489.879058583487,"Philippines","PHL","East Asia & Pacific","Philippines","PHL","Philippines","PHL",2022,7.570332488,1.17e+12,3460,9250,-0.51,-0.64,0.07,614,94,115559009,614,614,614,1731639.306598
"Phoenix Group_KIR","Phoenix Group","KIR",3.946469381,3.946469381,4154.1796282555,202225.5504,9077.6092999,86.5614910888267,0.000158153993409115,269.698128336066,0.00109075092835469,1889.0749263544,0.013,0,0.000624149892471948,0.0043046151410491,0.00492876503352105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Puerto Rico_PRI","Puerto Rico","PRI",8199.58566,4006.911125,897029.230711061,1093134.142,379243.37810775,21.7702655792236,3.97758217380759e-05,360.341766357422,0.00145734461934998,12456.730553472,0.687,0,0.326145257538243,11.9496220425002,12.2757673000385,"Puerto Rico","PRI","Latin America & Caribbean","Puerto Rico","PRI","United States","USA",2022,3.360972555,1.3e+11,32640,24800,0.4,0.6,-0.26,113,123,3221789,113,113,113,9265.5317958
"Qatar_QAT","Qatar","QAT",459.5108923,409.160117,1161373.51764136,984186.5416,28459.076899,18.018383026123,3.29208657858275e-05,188.794403076172,0.000763548756137085,0,0.002,0,0.0151274964125341,0.350858970247107,0.365986466659641,"Qatar","QAT","Middle East & North Africa","Qatar","QAT","Qatar","QAT",2022,4.827689101,3.09e+11,66838,100890,0.81,0.93,1.11,NA,7,2695122,379,1,8418,1741.546281817
"Republic of Mauritius_MUS","Republic of Mauritius","MUS",396.2456924,175.5295683,278700.946487131,552353.0762,93037.1879419,65.6789093017578,0.000120000033018942,269.698128336066,0.00109075092835469,0,0,1,0.0475494961716135,0.432205356841846,0.479754853013459,"Mauritius","MUS","Sub-Saharan Africa","Republic of Mauritius","MUS","Republic of Mauritius","MUS",2022,8.690735124,33969341093,9106.24,23410,0.47,0.87,0.85,NA,12,1262523,379,1,8418,1501.771174196
"Republic of the Congo_COG","Republic of the Congo","COG",2054.162712,1649.933487,34230360.5215778,361345.5616,17313.191071,92.98583984375,0.000169891734959816,269.698128336066,0.00109075092835469,936.951425093839,0.003,3,0.348985267031442,2.24057988510558,2.58956515213702,"Republic of Congo","COG","Sub-Saharan Africa","Republic of the Congo","COG","Republic of the Congo","COG",2022,1.547952897,22632153764,2290,3410,-1.37,-1.14,-1.55,NA,11,5970424,379,1,8418,7785.27667848
"Saint Kitts and Nevis_KNA","Saint Kitts and Nevis","KNA",34.6871101,2.044352788,26694.3653293011,134601.6211,4190.369041,31.6492214202881,5.78253758449173e-05,298.193878173828,0.00120599742925354,77.9174043917536,0.003,0,0.00200579517850653,0.0418325656088345,0.043838360787341,"St. Kitts & Nevis","KNA","Latin America & Caribbean","Saint Kitts and Nevis","KNA","Saint Kitts and Nevis","KNA",2022,9,1622810542,18082,28840,0.44,0.5,0.42,NA,2,47657,379,1,8418,131.464147279
"Saint Lucia_LCA","Saint Lucia","LCA",162.1534104,92.70002595,61440.3766402683,184654.4298,7955.5579472,71.643180847168,0.000130897180824714,365.623626708984,0.00147870625844421,0,0,2,0.0212254242824729,0.239777262786553,0.261002687069026,"St. Lucia","LCA","Latin America & Caribbean","Saint Lucia","LCA","Saint Lucia","LCA",2022,15.4,3193534630,9414,14210,0.59,0.63,-0.09,NA,9,179857,379,1,8418,614.561425416
"Saint Vincent and the Grenadines_VCT","Saint Vincent and the Grenadines","VCT",32.55645133,21.24531303,39689.3514123405,248762.4273,7004.1983491,81.2978515625,0.000148536950073986,217.447845458984,0.000879433019303587,0,0,0,0.00483583598579036,0.0286312182909522,0.0334670542767426,"Saint Vincent and the Grenadines","VCT","Latin America & Caribbean","Saint Vincent and the Grenadines","VCT","Saint Vincent and the Grenadines","VCT",2022,4.952993284,1788611085,8666,14960,0.8,0.61,0.31,NA,1,103948,379,1,8418,123.3889505407
"Samoa_WSM","Samoa","WSM",231.4155765,77.58325364,285368.020367274,474077.8623,42405.47558392,139.480575561523,0.000254840920027822,269.698128336066,0.00109075092835469,0,0,0,0.0589741584240287,0.25241675490311,0.311390913327139,"Samoa","WSM","East Asia & Pacific","Samoa","WSM","Samoa","WSM",2022,-6.022011172,1343444501,3857,6000,0.63,0.89,0.44,NA,2,222382,379,1,8418,877.065034935
"Sao Tome and Principe_STP","Sao Tome and Principe","STP",48.38520588,38.72096629,100288.235253464,267786.8422,1060.488381,86.5614910888267,0.000158153993409115,269.698128336066,0.00109075092835469,0,0,0,0.00765231353184419,0.0527762082322427,0.0604285217640869,"Sao Tome and Principe","STP","Sub-Saharan Africa","Sao Tome and Principe","STP","Sao Tome and Principe","STP",2022,0.927137395,1077370034,2360,4520,0.26,-0.7,-0.73,NA,1,227380,379,1,8418,183.3799302852
"Saudi Arabia_SAU","Saudi Arabia","SAU",6939.231731,1001.845935,192516045.386506,7166828.615,832824.21004968,16.1736736297607,2.95504506734696e-05,174.989044189453,0.000707715190977172,23299.9431627806,1.607,0,0.20505742497869,4.91099970973952,5.11605713471821,"Saudi Arabia","SAU","Middle East & North Africa","Saudi Arabia","SAU","Saudi Arabia","SAU",2022,8.744153628,2.15e+12,23185,52310,0.31,0.23,0.5,41,1,36408820,41,41,41,2845.08500971
"Senegal_SEN","Senegal","SEN",126804.6006,74338.31226,19519689.5566132,7412715.065,2781124.26306969,28.224202632904,5.1567623212512e-05,321.923065185547,0.00130196632945252,42599.2421472716,0.031,2,6.53901186535388,165.095320400874,171.634332266228,"Senegal","SEN","Sub-Saharan Africa","Senegal","SEN","Senegal","SEN",2022,4.153856494,72884327398,1636,3770,0.06,-0.36,0.06,1413,8,17316449,1413,1413,1413,1791749.006478
"Seychelles_SYC","Seychelles","SYC",382.9813715,349.2908476,49003.9991085354,1005615.907,49198.48889615,114.403480529785,0.000209023285968128,252.746017456055,0.00102219082823822,368.280182790242,0.001,2,0.0800520247355106,0.391480045333395,0.471532070068906,"Seychelles","SYC","Sub-Saharan Africa","Seychelles","SYC","Seychelles","SYC",2022,8.800000173,3524895459,14653,28580,1.63,0.34,0.94,NA,11,100060,379,1,8418,1451.499397985
"Sierra Leone_SLE","Sierra Leone","SLE",150822.5959,61353.21461,7232422.08626475,3723840.23,2512041.62528374,62.6094589233398,0.000114391929128729,248.934753417969,0.00100677678063843,36042.8143318577,0.075,1,17.2528877012037,151.844687547733,169.097575248936,"Sierra Leone","SLE","East Asia & Pacific","Sierra Leone","SLE","Sierra Leone","SLE",2022,3.500741707,16618220888,480,1760,-0.43,-0.82,-1.11,631,1,8605718,631,631,631,951690.580129
"Singapore_SGP","Singapore","SGP",697.0152931,43.46281426,70253.0177686154,512387.6476,62722.66622863,104.699449539185,0.000191293331989467,291.820251464844,0.00118022031580933,0,0,0,0.133334377864714,0.822631609346413,0.955965987211126,"Singapore","SGP","East Asia & Pacific","Singapore","SGP","Singapore","SGP",2022,3.646972071,7.19e+11,28988,99420,2.17,1.86,2.29,NA,11,5637022,379,1,8418,2641.687960849
"Sint-Maarten_SXM","Sint-Maarten","SXM",5.393619559,0.288936117,3865.70494742121,28731.52529,589.0258999,27.0268402099609,4.93799570070841e-05,0.557317137718201,2.25397999275923e-06,1889.0749263544,0.013,1,0.000266336701935988,1.21571105745409e-05,0.000278493812510529,"Sint Maarten","SXM","Latin America & Caribbean","Sint-Maarten","SXM","Netherlands",NA,2022,9.7,1814172284,28988,35230,NA,NA,NA,NA,11,43389,379,1,8418,20.44181812861
"Solomon Islands_SLB","Solomon Islands","SLB",52565.00399,5401.774429,2848097.06937424,10402614.63,4342853.20605033,185.688842773438,0.00033926670678536,351.525604248047,0.00142168906228455,735.784990495374,0.013,0,17.8335557958466,74.7310912315265,92.5646470273731,"Solomon Is.","SLB","East Asia & Pacific","Solomon Islands","SLB","Solomon Islands","SLB",2022,-4.062439403,1922286531,2304,2680,-0.14,-0.35,-0.91,51,2,724273,51,51,51,26808.1520349
"South Africa_ZAF","South Africa","ZAF",2654.33536,1004.831194,121953932.373048,4284717.403,100132.2968967,160.878646850586,0.000293936716357687,137.141647338867,0.000554647449998473,24.7723002152761,0,1,0.780206619830499,1.47222033886478,2.25242695869528,"South Africa","ZAF","Sub-Saharan Africa","South Africa","ZAF","South Africa","ZAF",2022,2.042299353,9.53e+11,7055,14410,0.02,0.13,-0.02,1552,8,59893885,1552,1552,1552,41195.2847872
"Sri Lanka_LKA","Sri Lanka","LKA",18119.10582,1334.980833,6580374.008322,3340906.303,827139.18987111,43.3644828796387,7.92299907645805e-05,194.284118652344,0.000785751032430421,3898.03632510576,0.004,5,1.43557658678106,14.237106104781,15.6726826915621,"Sri Lanka","LKA","South Asia","Sri Lanka","LKA","Sri Lanka","LKA",2022,-7.823977326,3.2e+11,4013,14290,-0.33,0.04,-0.08,4144,32,22181000,4144,4144,4144,750855.7451808
"Sudan_Egypt_SDN_EGY","Sudan_Egypt","SDN_EGY",62.3602205,62.3602205,1787619.21050225,354112.0116,16358.32204,3.30249619483948,6.03389515201742e-06,20.0990390777588,8.1287347703743e-05,1889.0749263544,0.013,0,0.000376275032153687,0.00506909692666558,0.00544537195881927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sudan_SDN","Sudan","SDN",636.5483968,110.7489198,185278243.249366,1345990.28,95427.40416846,10.987548828125,2.0075032246873e-05,121.874969482422,0.000492903814076539,188.386985627922,0,2,0.0127787295924553,0.313757132627026,0.326535862219481,"Sudan","SDN","Sub-Saharan Africa","Sudan","SDN","Sudan","SDN",2022,-0.95340703,1.98e+11,751,3920,-1.29,-1.21,-1.64,NA,11,46874204,379,1,8418,2412.518423872
"Suriname_SUR","Suriname","SUR",80622.27695,56983.2728,14492140.6087973,7613667.764,479157.7100222,51.2897386550904,9.37099960638206e-05,226.684555053711,0.000916789413385926,14150.4262521223,0.7,1,7.55511325564075,73.9136499908281,81.4687632464689,"Suriname","SUR","Latin America & Caribbean","Suriname","SUR","Suriname","SUR",2022,1.88771872,10889743006,4869,14150,-0.4,-0.1,-0.65,58,1,618040,58,58,58,46760.920631
"Taiwan_TWN","Taiwan","TWN",156.4551199,83.67938137,3618040.35358051,2649096.225,23778.3370593,96.4198532104492,0.000176165921327591,207.179992675781,0.000837906331578368,172329.051897431,7.89,0,0.0275620603436022,0.131094735572063,0.158656795915665,"Taiwan","TWN","East Asia & Pacific","Taiwan","TWN","Taiwan","TWN",NA,NA,NA,NA,NA,1.21,1.3,1.47,NA,10,NA,379,1,8418,592.964904421
"Tanzania_TZA","Tanzania","TZA",109861.3836,91121.06324,94081569.6551309,4230934.983,2202606.41872412,108.152982711792,0.000197603182429291,255.771118164062,0.00103442536403564,24671.1734458437,0.064,1,21.7089590254451,113.643401723889,135.352360749335,"Tanzania","TZA","Sub-Saharan Africa","Tanzania","TZA","Tanzania","TZA",2022,4.558027339,1.97e+11,1099,2800,-0.36,-0.52,-0.63,337,22,65497748,337,337,337,370232.862732
"Thailand_THA","Thailand","THA",250560.3236,16111.88003,51390140.9155754,9787821.285,4656009.57897812,139.538871765136,0.000254947431333092,264.464019775391,0.0010695824137384,179155.345356108,0.147,8,63.8797108958084,267.994915703164,331.874626598972,"Thailand","THA","East Asia & Pacific","Thailand","THA","Thailand","THA",2022,2.594733433,1.48e+12,7066,18180,-0.46,0.11,0.25,2108,155,71697030,2108,2108,2108,5281811.621488
"Togo_TGO","Togo","TGO",16.20514065,7.614342983,5670443.07611778,177535.8474,5596.0704823,39.270393371582,7.17497983957928e-05,115.919967651367,0.00046881976197113,8454.65644911519,0.016,1,0.00116271557461297,0.00759729018224168,0.00876000575685464,"Togo","TGO","Sub-Saharan Africa","Togo","TGO","Togo","TGO",2022,5.810539956,23076767061,973,2360,-0.67,-0.56,-0.65,NA,11,8848699,379,1,8418,61.4174830635
"Tonga_TON","Tonga","TON",1038.844506,176.5210474,75998.2510565545,850163.9033,71758.3243302,89.9314346313477,0.000164311119656698,269.698128336066,0.00109075092835469,0,0,0,0.17069370393007,1.13312060933567,1.30381431326574,"Tonga","TON","East Asia & Pacific","Tonga","TON","Tonga","TON",2021,-2.667506175,718636613,4426,7160,-0.38,0.45,0.28,NA,1,106858,379,1,8418,3937.22067774
"Trinidad and Tobago_TTO","Trinidad and Tobago","TTO",8189.305117,3781.089089,515772.128756082,716326.2569,110649.37944,84.3406066894531,0.000154096279843385,266.622009277344,0.00107831005700073,123.32983740015,0,3,1.2619414530321,8.83061006750867,10.0925515205408,"Trinidad & Tobago","TTO","Latin America & Caribbean","Trinidad and Tobago","TTO","Trinidad and Tobago","TTO",2022,2.480951736,42529616743,16032,25330,-0.28,-0.14,0.19,1588,22,1531044,1588,1588,1588,130046.16525796
"Turks and Caicos Islands_TCA","Turks and Caicos Islands","TCA",15188.26155,11362.41356,99129.7199653125,1007563.74,483144.73068213,15.4197988510132,2.81730678986398e-05,336.143157958984,0.00135947721945984,700.639342032276,0.018,1,0.42789992391045,20.6480955804228,21.0759955043332,"Turks & Caicos Is.","TCA","Latin America & Caribbean","Turks and Caicos Islands","TCA","United Kingdom","GBR",2022,-0.499484665,1047275650,20908,21910,1.67,1.43,1.28,12,31,45703,12,12,12,1822.591386
"Tuvalu_TUV","Tuvalu","TUV",8.911715225,4.069716975,4165.05602736315,194246.1572,3542.3521293,76.7783508300781,0.00014027950117775,269.698128336066,0.00109075092835469,0,0,0,0.00125013096640116,0.00972046165490135,0.0109705926213025,"Tuvalu","TUV","East Asia & Pacific","Tuvalu","TUV","Tuvalu","TUV",2022,0.677334628,61325211,5632,6850,0.67,0.72,-0.48,NA,11,11312,379,1,8418,33.77540070275
"United Arab Emirates_ARE","United Arab Emirates","ARE",7386.247499,1314.71821,7125863.55211983,4153195.481,625703.62815118,7.49846708774569,1.37002320484157e-05,196.970123291016,0.000796614148430788,4286.07682693977,0.742,5,0.10119330470333,5.88398926151492,5.98518256621825,"United Arab Emirates","ARE","Middle East & North Africa","United Arab Emirates","ARE","United Arab Emirates","ARE",2022,7.411103202,8.28e+11,44315,76810,1.18,0.83,1.4,61,11,9441129,61,61,61,4505.61097439
"United States Virgin Islands_VIR","United States Virgin Islands","VIR",259.8404487,133.7408179,36143.6258177412,378502.1292,35343.6954808,47.0633773803711,8.59881337809657e-05,182.485900878906,0.000738035028360595,0,0,0,0.0223431952645218,0.191771352925534,0.214114548190056,"United States Virgin Islands","VIR","Latin America & Caribbean","United States Virgin Islands","VIR","United States","USA",2020,-2.14700682,NA,39552,NA,0.04,0.95,0.7,NA,60,105413,379,1,8418,984.795300573
"United States_USA","United States","USA",229994.44,206047.5551,794153444.359114,49032544.68,6527065.2055152,34.4559116363526,6.29533982524493e-05,330.819290161133,0.00133794568797028,130214.045283964,11.306,2,14.4789315771691,307.720069255139,322.199000832308,"United States","USA","North America","United States","USA","United States","USA",2022,2.061593119,2.55e+13,70248,71130,1.05,1.42,1.34,60,783,333287557,60,60,60,137996.664
"Vanuatu_VUT","Vanuatu","VUT",1571.188284,73.6279637,1233646.86205807,3148174.18,108671.6957061,120.343612670898,0.000219876329367425,391.556121826172,0.00158358608574646,10.9020899964134,0.004,0,0.345467112631023,2.48811190463026,2.83357901726128,"Vanuatu","VUT","East Asia & Pacific","Vanuatu","VUT","Vanuatu","VUT",2022,1.848971065,1074804587,2996,3530,-0.02,0.46,-0.56,549,7,326740,549,549,549,8625.82367916
"Venezuela_VEN","Venezuela","VEN",285849.4783,188267.0623,91046850.641235,15720622.32,4442517.99636148,106.413910388947,0.000194425773754537,285.195587158203,0.00115342792096741,27002.9822371198,0.067,4,55.5765059958083,329.706769465187,385.283275460995,"Venezuela","VEN","Latin America & Caribbean","Venezuela","VEN","Venezuela","VEN",2014,-3.894386475,5.06e+11,15975,NA,-1.61,-2.3,-1.85,51,23,28301696,51,51,51,145783.233933
"Vietnam_VNM","Vietnam","VNM",184025.3314,24777.02502,32689637.7839694,18074263.53,4528193.65039802,80.2667694091797,0.000146653089733443,215.774795532227,0.000872666636562807,7023871.45116973,6.445,3,26.9878834390308,160.592766995194,187.580650434225,"Vietnam","VNM","East Asia & Pacific","Vietnam","VNM","Vietnam","VNM",2022,8.019798458,1.32e+12,3756,11130,-0.29,-0.15,0.28,5006,56,98186856,5006,5006,5006,9212308.089884
"Wallis and Futuna_WLF","Wallis and Futuna","WLF",29.36241366,0,17591.2939012911,134506.9751,13690.3809106,86.5614910888267,0.000158153993409115,269.698128336066,0.00109075092835469,1889.0749263544,0.013,0,0.00464378297645935,0.0320270799583793,0.0366708629348387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yemen_YEM","Yemen","YEM",1541.468637,13.66038588,45301283.8878046,3551020.49,156472.7130753,34.0118598937988,6.21420841740784e-05,191.998580932617,0.00077650754080902,3986.85375454894,0.006,0,0.0957900737921559,1.1969620205511,1.29275209434326,"Yemen","YEM","Middle East & North Africa","Yemen","YEM","Yemen","YEM",2018,0.752447588,2.161e+10,701,NA,-1.65,-1.8,-2.3,1021,1,33696614,1021,1021,1021,15738.39478377
"France_FRA","France","FRA",70310.84505866,50427.4363522,8679687.97569656,3731038.051828,1236618.64916772,86.5614910888267,0.000158153993409115,202.102727254232,0.000817372143943379,0,0,8,11.1199409259966,57.4701261680677,68.5900670940643,"France","FRA","Europe & Central Asia","France","FRA","France","FRA",2022,2.562393564,3.77e+12,43658,52880,1.31,1.29,1.27,NA,0,67935660,379,1,8418,266478.102772321
"Netherlands_NLD","Netherlands","NLD",183.992145,181.90113,28558.0343922413,466863.64325,7529.669096,84.5242385864258,0.00015443178836407,333.110481262207,0.00134721204378799,0,0,1,0.0284142359972913,0.247876433706387,0.276290669703678,"Netherlands","NLD","Europe & Central Asia","Netherlands","NLD","Netherlands","NLD",2022,4.478240001,1.23e+12,57767,66750,2.04,1.77,1.74,NA,0,17703090,379,1,8418,697.33022955
"United Kingdom_GBR","United Kingdom","GBR",3.52719373,0,8328.28673092856,390769.18608,832.3782889,86.5614910888267,0.000158153993409115,24.4983882904053,9.90798116984178e-05,0,0,0,0.000557839773927092,0.00034947369059224,0.000907313464519332,"United Kingdom","GBR","Europe & Central Asia","United Kingdom","GBR","United Kingdom","GBR",2022,7.411103202,3.66e+12,46510,49980,1.67,1.43,1.28,NA,0,66971411,195.5,3,4215,6.89566374215
